submission_date,state,tot_cases
3/13/2020,Florida,31
2/25/2020,Indiana,0
9/2/2020,Minnesota,77085
4/2/2020,,0
12/8/2020,Maryland,222653
9/27/2020,Iowa,86357
1/11/2021,Minnesota,437552
11/25/2020,New York,313075
2/1/2020,Connecticut,0
3/12/2020,Connecticut,7
12/17/2020,,66132
10/24/2020,Washington,102264
2/3/2020,Arizona,1
8/7/2020,Nevada,54757
10/5/2020,Arizona,221070
2/20/2020,Wyoming,0
5/22/2020,Arizona,15608
8/12/2020,Minnesota,62296
12/1/2020,North Dakota,80135
5/26/2020,Michigan,55104
1/4/2021,Massachusetts,385351
11/23/2020,California,1110370
6/30/2020,Louisiana,58095
11/12/2020,California,991609
5/24/2020,Mississippi,13458
9/14/2020,Oregon,29484
7/7/2020,Mississippi,32214
1/25/2021,Indiana,613228
6/29/2020,West Virginia,2870
6/10/2020,Iowa,22603
6/19/2020,,0
12/9/2020,Tennessee,422962
4/24/2020,Virginia,12366
2/8/2020,Kentucky,0
8/18/2020,New York,195829
9/10/2020,Maryland,114724
8/27/2020,California,683529
8/21/2020,,0
12/31/2020,Colorado,334097
2/14/2020,New York,0
5/18/2020,Mississippi,11704
1/22/2021,,3
11/6/2020,Oklahoma,138202
11/11/2020,North Dakota,59173
10/9/2020,Pennsylvania,169308
12/4/2020,Tennessee,392608
2/22/2020,Pennsylvania,0
3/4/2020,Oklahoma,0
10/30/2020,Colorado,104426
9/16/2020,Pennsylvania,146990
9/24/2020,Texas,723919
1/28/2020,Indiana,0
9/19/2020,Michigan,128087
1/27/2020,Nevada,0
12/5/2020,Kentucky,198065
12/10/2020,Alabama,284922
6/12/2020,Minnesota,29795
7/16/2020,Virginia,75433
10/22/2020,Arkansas,102798
5/27/2020,Illinois,114306
8/11/2020,Kentucky,35793
5/16/2020,Mississippi,11296
7/15/2020,New York,184024
12/16/2020,,3
5/30/2020,Alabama,17649
8/30/2020,Oregon,26554
2/24/2020,Oregon,0
5/8/2020,Mississippi,9378
8/24/2020,,0
11/4/2020,,1
6/3/2020,Alabama,18851
4/18/2020,Maryland,12308
12/30/2020,Nebraska,165297
1/2/2021,California,2345909
8/14/2020,Massachusetts,124081
10/21/2020,West Virginia,20734
2/28/2020,Ohio,0
8/21/2020,Massachusetts,125159
4/1/2020,Nevada,1279
2/29/2020,New York,0
8/25/2020,Oregon,25391
7/18/2020,California,375363
2/26/2020,Massachusetts,1
3/19/2020,Wyoming,18
3/29/2020,New York,25745
6/19/2020,Arizona,46689
9/17/2020,Maryland,119062
4/27/2020,Kentucky,4146
4/11/2020,Wisconsin,3221
10/6/2020,,248885
2/8/2020,North Dakota,0
4/15/2020,Georgia,14819
1/21/2021,Connecticut,235796
2/15/2020,Alabama,0
3/24/2020,Ohio,564
2/11/2020,Mississippi,0
5/11/2020,Michigan,47552
9/28/2020,Mississippi,97049
12/26/2020,Alabama,343458
9/19/2020,Pennsylvania,149845
10/31/2020,,266628
5/19/2020,Wyoming,776
11/21/2020,Wyoming,27410
6/11/2020,Virginia,53211
4/16/2020,Wyoming,401
10/24/2020,Louisiana,182603
1/28/2020,Oklahoma,0
1/9/2021,South Carolina,350084
10/28/2020,Arizona,241165
11/20/2020,Washington,139543
11/30/2020,California,1212968
11/23/2020,,3
6/22/2020,New Mexico,10694
6/15/2020,Oregon,5820
3/23/2020,Michigan,1328
1/29/2020,,0
12/18/2020,Minnesota,391889
10/18/2020,Wisconsin,175227
1/17/2021,Minnesota,446380
7/6/2020,Nevada,23137
6/21/2020,Idaho,4006
1/4/2021,Maryland,289758
10/12/2020,Arkansas,93487
10/27/2020,Wisconsin,217429
12/21/2020,Massachusetts,324746
1/26/2020,Georgia,0
3/2/2020,Georgia,3
3/5/2020,Texas,3
3/8/2020,Texas,6
3/17/2020,Florida,195
8/22/2020,Florida,591283
7/3/2020,Tennessee,48712
4/26/2020,Nebraska,3028
9/26/2020,Ohio,150009
2/15/2020,Washington,1
1/29/2020,Arkansas,0
2/12/2020,Michigan,0
2/23/2020,Virginia,0
2/10/2020,New York,0
11/19/2020,Kentucky,148390
9/6/2020,Washington,77235
5/14/2020,,2427
8/20/2020,Idaho,29120
8/10/2020,Nevada,57198
5/25/2020,Louisiana,37914
3/23/2020,,31
4/3/2020,Florida,9925
10/8/2020,Nevada,83917
8/29/2020,Washington,73879
9/30/2020,Virginia,148721
8/11/2020,,0
9/7/2020,Michigan,118403
5/30/2020,Kentucky,9704
3/29/2020,Pennsylvania,3394
8/1/2020,Texas,430485
8/14/2020,Colorado,52538
6/17/2020,Indiana,41013
3/23/2020,Oregon,191
2/18/2020,Kentucky,0
7/15/2020,,0
8/3/2020,South Carolina,92951
7/24/2020,Indiana,60598
11/3/2020,Oklahoma,132966
3/1/2020,Georgia,2
2/19/2020,Arizona,1
2/18/2020,Minnesota,0
11/1/2020,Georgia,390428
4/13/2020,New Mexico,1345
4/10/2020,South Carolina,3065
1/21/2021,Michigan,592382
10/10/2020,Nebraska,51144
9/29/2020,Maryland,124725
7/23/2020,Nebraska,23818
4/25/2020,Connecticut,24582
2/12/2020,Minnesota,0
1/25/2021,North Dakota,97006
10/26/2020,Alabama,185322
10/15/2020,New York,227126
12/19/2020,Minnesota,394635
4/12/2020,Washington,10411
2/14/2020,Oregon,0
10/26/2020,Arkansas,106727
11/4/2020,West Virginia,25987
3/12/2020,California,224
5/29/2020,Colorado,25613
10/17/2020,,0
11/29/2020,Washington,162700
6/16/2020,Idaho,3540
3/1/2020,Arkansas,0
8/14/2020,Tennessee,130458
1/24/2020,Wyoming,0
9/17/2020,,39684
6/22/2020,Arkansas,16083
6/9/2020,,0
6/10/2020,Georgia,52910
7/17/2020,Minnesota,45470
1/24/2021,Nebraska,187147
1/25/2021,New York,772569
9/4/2020,,34492
10/27/2020,Michigan,182344
5/18/2020,Wyoming,766
2/15/2020,New Mexico,0
11/7/2020,Illinois,477978
3/5/2020,Washington,70
1/17/2021,Kentucky,326675
12/21/2020,Georgia,591438
10/23/2020,Oregon,41348
4/23/2020,Alabama,6071
3/6/2020,Virginia,0
3/26/2020,Maryland,774
11/2/2020,Virginia,184680
6/12/2020,Alabama,23710
5/30/2020,Colorado,26098
5/5/2020,North Dakota,1266
9/12/2020,Texas,657589
12/14/2020,New Mexico,121299
6/6/2020,Texas,73553
7/15/2020,Alabama,59113
9/30/2020,Georgia,335717
2/14/2020,Oklahoma,0
1/15/2021,Pennsylvania,754611
5/27/2020,New York,164997
1/23/2020,Louisiana,0
11/11/2020,,40452
7/31/2020,Washington,55803
2/16/2020,Iowa,0
5/30/2020,Wisconsin,18230
6/26/2020,,0
11/19/2020,,292718
12/29/2020,Arizona,507222
6/13/2020,Arizona,34458
1/9/2021,,83119
4/10/2020,West Virginia,574
3/19/2020,Arizona,44
2/3/2020,Nevada,0
5/21/2020,Minnesota,19005
4/2/2020,Idaho,891
7/6/2020,Connecticut,46976
1/29/2020,Ohio,0
6/27/2020,Wisconsin,30227
8/5/2020,,0
4/7/2020,Indiana,5507
3/31/2020,Alabama,999
3/15/2020,Oregon,39
10/20/2020,New York,231273
1/6/2021,Texas,1867163
3/4/2020,Connecticut,0
1/31/2020,Iowa,0
12/4/2020,New Mexico,104935
7/17/2020,Indiana,54813
3/7/2020,Oregon,7
2/17/2020,Arkansas,0
4/30/2020,Ohio,18027
5/17/2020,Oklahoma,5310
6/28/2020,North Dakota,3495
5/27/2020,New Mexico,7252
10/6/2020,Washington,90663
3/23/2020,,0
9/23/2020,Texas,719599
4/25/2020,Texas,23773
2/21/2020,South Carolina,0
5/18/2020,Illinois,96485
5/28/2020,New York,165682
11/24/2020,Idaho,94730
4/7/2020,Connecticut,7781
5/11/2020,North Dakota,1518
5/13/2020,Wyoming,688
3/20/2020,Oklahoma,49
10/27/2020,Washington,104027
9/26/2020,Louisiana,165152
2/13/2020,South Carolina,0
8/3/2020,Virginia,94251
5/17/2020,Alabama,11771
1/27/2020,,0
10/29/2020,Massachusetts,161637
8/23/2020,Wyoming,3579
2/15/2020,,0
6/5/2020,Wisconsin,20249
2/4/2020,Pennsylvania,0
6/26/2020,Louisiana,54769
12/1/2020,,53708
9/13/2020,Indiana,105804
11/8/2020,,38581
11/21/2020,Tennessee,335887
8/15/2020,South Carolina,105882
2/22/2020,Mississippi,0
7/21/2020,,13038
7/3/2020,Nebraska,19660
12/12/2020,Virginia,281909
4/25/2020,Tennessee,8882
12/20/2020,New York,467569
6/20/2020,,214002
10/31/2020,Iowa,127966
3/5/2020,Kentucky,0
3/31/2020,South Carolina,1083
2/22/2020,Kentucky,0
11/27/2020,Florida,963751
11/30/2020,New York,336001
3/18/2020,Alabama,51
6/14/2020,Iowa,23926
1/21/2021,Iowa,309600
4/4/2020,Connecticut,5276
3/26/2020,North Dakota,58
12/31/2020,New Mexico,142864
2/15/2020,New York,0
8/27/2020,,31988
12/25/2020,Idaho,135233
8/5/2020,Pennsylvania,115714
2/14/2020,Washington,1
3/12/2020,Minnesota,10
6/9/2020,Alabama,21422
6/21/2020,Kentucky,13750
5/23/2020,Illinois,107796
6/3/2020,California,117687
4/25/2020,Oklahoma,3193
8/7/2020,,228753
1/25/2020,Georgia,0
12/26/2020,Colorado,323619
5/8/2020,Alabama,9639
8/28/2020,Wyoming,3763
2/6/2020,Arkansas,0
9/7/2020,,0
1/20/2021,Georgia,836649
7/15/2020,Arkansas,30297
8/12/2020,Arizona,189443
10/1/2020,Minnesota,100200
8/31/2020,,0
3/8/2020,Iowa,3
11/26/2020,Connecticut,109152
9/8/2020,North Dakota,14110
8/4/2020,Maryland,92426
11/1/2020,Indiana,182108
6/30/2020,New York,178275
9/6/2020,Colorado,59274
5/4/2020,,0
5/2/2020,North Dakota,1153
5/6/2020,Wyoming,631
4/20/2020,California,30978
10/26/2020,Tennessee,249866
12/7/2020,South Carolina,234652
4/9/2020,Massachusetts,18941
3/19/2020,Oregon,88
2/1/2020,Indiana,0
12/9/2020,Wyoming,37885
10/15/2020,Alabama,169162
12/15/2020,Arizona,424382
3/5/2020,New York,12
2/26/2020,Indiana,0
8/10/2020,New York,193267
2/16/2020,Louisiana,0
3/24/2020,Pennsylvania,851
4/6/2020,Wisconsin,2440
12/5/2020,,337576
3/28/2020,,30756
9/4/2020,Minnesota,78966
8/12/2020,Oklahoma,48700
1/4/2021,Connecticut,194636
6/2/2020,Oregon,4335
12/10/2020,West Virginia,59695
12/9/2020,Alabama,280187
2/15/2020,Louisiana,0
3/1/2020,New Mexico,0
11/7/2020,Connecticut,78125
11/13/2020,Tennessee,300458
7/25/2020,Idaho,17827
6/4/2020,,202319
2/15/2020,,0
4/24/2020,Arizona,6045
9/2/2020,Alabama,128239
8/8/2020,Wisconsin,64213
4/7/2020,Washington,8682
1/5/2021,Colorado,346893
9/16/2020,Colorado,62686
8/13/2020,Wyoming,3119
9/17/2020,Louisiana,160343
2/3/2020,Texas,0
11/12/2020,Wisconsin,309572
1/10/2021,Illinois,1028750
2/16/2020,Nevada,0
2/24/2020,Wyoming,0
12/22/2020,Georgia,600517
7/5/2020,Virginia,66102
10/14/2020,Nebraska,54467
7/7/2020,North Dakota,3898
1/3/2021,,3
7/4/2020,New York,179868
7/23/2020,Oregon,15713
5/11/2020,,0
2/10/2020,,0
1/2/2021,,447644
11/29/2020,Illinois,720114
1/27/2020,Massachusetts,0
4/15/2020,,974
8/17/2020,Massachusetts,123842
1/23/2021,Indiana,608519
12/1/2020,Arkansas,159309
1/5/2021,Arkansas,238888
5/5/2020,Nebraska,6438
6/6/2020,Alabama,20054
4/24/2020,West Virginia,1010
12/9/2020,Florida,1065476
7/1/2020,Connecticut,46572
2/2/2020,Connecticut,0
8/28/2020,Iowa,62828
7/22/2020,,0
3/29/2020,Indiana,1514
3/5/2020,California,45
5/6/2020,Idaho,2158
3/22/2020,New York,6123
11/16/2020,Louisiana,205059
2/6/2020,Minnesota,0
11/15/2020,North Dakota,64885
10/19/2020,Louisiana,179070
9/22/2020,Pennsylvania,151646
3/10/2020,Illinois,19
2/10/2020,South Carolina,0
8/21/2020,Iowa,55006
2/11/2020,Indiana,0
1/26/2020,Florida,0
10/29/2020,Pennsylvania,202876
10/28/2020,South Carolina,173491
12/18/2020,New Mexico,127500
4/16/2020,Georgia,15808
9/29/2020,Illinois,293490
8/6/2020,South Carolina,96797
7/15/2020,Ohio,69311
3/12/2020,Wyoming,1
3/8/2020,Arkansas,0
6/23/2020,,0
9/20/2020,Oklahoma,85041
7/3/2020,New Mexico,12776
1/6/2021,Nebraska,172469
9/27/2020,Michigan,134373
4/18/2020,Louisiana,23580
5/27/2020,Kentucky,9077
12/21/2020,Florida,1192456
8/6/2020,,0
5/31/2020,Nevada,8610
2/20/2020,North Dakota,0
7/2/2020,Colorado,33352
5/10/2020,Arkansas,3984
11/4/2020,Indiana,191764
11/19/2020,California,1059267
4/17/2020,Ohio,9107
1/12/2021,Texas,1995292
11/2/2020,,68943
11/2/2020,Illinois,429761
2/21/2020,Indiana,0
1/24/2021,Nevada,270907
1/13/2021,Pennsylvania,741389
3/2/2020,,1
4/13/2020,South Carolina,3439
8/5/2020,,0
5/2/2020,Alabama,7611
3/19/2020,New York,1683
5/2/2020,Illinois,58505
1/20/2021,Virginia,459604
12/20/2020,Oregon,102930
5/18/2020,Maryland,41546
9/3/2020,Illinois,241705
10/22/2020,Arizona,234906
9/14/2020,Louisiana,158882
1/31/2020,New York,0
2/6/2020,Iowa,0
7/14/2020,Wyoming,1951
2/15/2020,,0
9/4/2020,New Mexico,25902
10/6/2020,Georgia,344399
10/17/2020,West Virginia,19801
10/29/2020,,0
12/13/2020,,3
7/11/2020,Massachusetts,111398
6/19/2020,Louisiana,48515
7/29/2020,Illinois,176366
8/10/2020,Virginia,101746
5/12/2020,Kentucky,6853
5/3/2020,North Dakota,1191
4/13/2020,,106813
10/8/2020,Idaho,46426
11/13/2020,Oregon,54937
2/18/2020,Louisiana,0
9/23/2020,North Dakota,19451
11/7/2020,Florida,825906
12/11/2020,West Virginia,60637
2/6/2020,New Mexico,0
1/16/2021,Kentucky,324325
12/26/2020,Tennessee,560892
3/18/2020,South Carolina,60
5/25/2020,Nevada,7888
3/21/2020,Colorado,475
7/25/2020,,15143
9/17/2020,Washington,81198
6/13/2020,New Mexico,9621
12/3/2020,,54597
8/9/2020,Wisconsin,64835
8/12/2020,Wyoming,3086
5/29/2020,Nebraska,13654
12/29/2020,California,2187221
1/22/2021,Arkansas,281382
8/13/2020,Georgia,234964
12/8/2020,,58962
7/4/2020,Maryland,69632
8/25/2020,Georgia,267034
8/15/2020,Mississippi,71755
3/22/2020,Florida,937
10/14/2020,Connecticut,61861
8/25/2020,Pennsylvania,130035
12/30/2020,Nevada,222594
2/18/2020,Ohio,0
3/12/2020,,0
10/18/2020,South Carolina,163990
7/12/2020,Louisiana,78122
9/25/2020,Wisconsin,117329
4/18/2020,Idaho,1668
6/6/2020,Arizona,25451
8/15/2020,Idaho,27477
3/10/2020,,0
8/12/2020,Michigan,98689
8/15/2020,Minnesota,65162
4/11/2020,Wyoming,261
5/18/2020,,191073
4/16/2020,Louisiana,22532
4/13/2020,Colorado,7691
10/12/2020,West Virginia,18281
1/21/2021,California,3039044
10/2/2020,Tennessee,198403
2/25/2020,Iowa,0
9/28/2020,Massachusetts,138689
6/9/2020,Georgia,52106
12/30/2020,Kentucky,265262
11/17/2020,Mississippi,137396
8/17/2020,Washington,67721
10/9/2020,Louisiana,173406
11/3/2020,Arizona,249818
5/14/2020,Texas,43851
4/26/2020,Pennsylvania,41165
4/28/2020,Iowa,6376
1/18/2021,,88373
2/1/2020,Iowa,0
9/25/2020,New Mexico,28487
3/18/2020,Nevada,63
6/27/2020,Virginia,61736
4/17/2020,Connecticut,16809
2/25/2020,Arizona,1
2/29/2020,Washington,7
2/6/2020,,0
5/25/2020,New York,164033
11/13/2020,West Virginia,31639
5/12/2020,Pennsylvania,57991
8/13/2020,Wisconsin,67622
3/21/2020,Connecticut,223
5/22/2020,Wisconsin,14396
5/18/2020,Wisconsin,12687
1/26/2021,Arizona,732643
3/17/2020,,0
8/19/2020,New Mexico,23749
1/24/2020,Nebraska,0
7/15/2020,Arizona,131354
1/13/2021,California,2781039
2/2/2020,North Dakota,0
3/27/2020,Ohio,1137
7/9/2020,North Dakota,4070
1/10/2021,Idaho,149667
6/11/2020,Minnesota,29316
4/27/2020,Virginia,14339
11/22/2020,Oklahoma,186136
1/23/2021,Illinois,1098527
10/2/2020,Mississippi,100167
10/28/2020,Washington,104743
9/20/2020,Georgia,321265
9/14/2020,Arizona,208725
4/23/2020,Colorado,11182
11/20/2020,,4
6/17/2020,New Mexico,10065
1/7/2021,Arizona,584593
1/22/2021,Virginia,468655
12/26/2020,Minnesota,406545
6/6/2020,New York,170805
2/24/2020,Nebraska,0
3/1/2020,Louisiana,0
2/27/2020,Mississippi,0
5/16/2020,West Virginia,1470
4/16/2020,Pennsylvania,27735
10/17/2020,Arkansas,98422
11/15/2020,Colorado,163417
3/28/2020,Connecticut,1524
10/19/2020,Wyoming,9311
3/14/2020,Oregon,24
9/30/2020,Pennsylvania,158967
3/16/2020,,2
11/16/2020,Wisconsin,334562
6/28/2020,Oklahoma,12675
12/12/2020,Arkansas,184252
1/15/2021,Massachusetts,448267
5/25/2020,Massachusetts,93271
2/20/2020,Alabama,0
11/25/2020,Pennsylvania,327829
4/21/2020,North Dakota,644
10/22/2020,Massachusetts,153823
4/21/2020,Washington,12282
7/15/2020,Connecticut,47636
4/19/2020,Wisconsin,4346
5/6/2020,Connecticut,30995
10/28/2020,Nebraska,66545
12/2/2020,,4
9/19/2020,Nebraska,40797
1/2/2021,Ohio,714673
10/22/2020,Virginia,171284
7/11/2020,Nebraska,20998
2/9/2020,Colorado,0
8/24/2020,,0
7/19/2020,South Carolina,69986
2/12/2020,Nebraska,0
11/4/2020,Florida,810256
5/21/2020,Wisconsin,13885
7/22/2020,Texas,351618
2/12/2020,Colorado,0
11/10/2020,Tennessee,289749
9/1/2020,Arizona,202342
7/31/2020,New Mexico,20600
5/22/2020,Illinois,105444
7/18/2020,Nebraska,22481
5/28/2020,South Carolina,10788
12/14/2020,Arizona,420248
1/24/2021,Wyoming,50898
12/11/2020,Illinois,832951
8/21/2020,Colorado,54586
2/6/2020,Illinois,2
5/2/2020,West Virginia,1184
2/3/2020,Ohio,0
10/22/2020,,258129
3/2/2020,Michigan,0
4/29/2020,Iowa,6843
10/14/2020,Alabama,167977
7/25/2020,Illinois,171125
2/5/2020,Kentucky,0
3/4/2020,Nevada,0
5/22/2020,Georgia,39387
4/18/2020,Washington,11802
6/20/2020,Georgia,63788
8/4/2020,North Dakota,7057
8/4/2020,Pennsylvania,115009
2/29/2020,Pennsylvania,0
8/3/2020,Tennessee,110636
3/11/2020,Tennessee,9
9/22/2020,Oklahoma,87306
2/7/2020,Washington,1
7/12/2020,Connecticut,47287
7/11/2020,Wyoming,1839
7/22/2020,Pennsylvania,104358
8/8/2020,Nebraska,28245
7/29/2020,Indiana,64299
8/7/2020,Illinois,191808
12/16/2020,,4
6/1/2020,Minnesota,25208
3/2/2020,Oklahoma,0
11/26/2020,Washington,153906
6/7/2020,New York,171128
10/23/2020,South Carolina,168549
11/27/2020,Nevada,146317
4/7/2020,Nevada,2087
6/10/2020,Wyoming,980
6/22/2020,,214579
10/7/2020,California,831225
7/15/2020,Mississippi,39798
7/1/2020,Georgia,84688
2/17/2020,Michigan,0
8/29/2020,Wyoming,3784
11/13/2020,Wyoming,21341
6/8/2020,Oklahoma,7072
7/19/2020,Minnesota,46204
3/19/2020,Nebraska,27
10/5/2020,,0
10/21/2020,Virginia,170104
2/19/2020,Wyoming,0
12/25/2020,Florida,1226530
2/17/2020,Texas,0
4/6/2020,Florida,13214
6/4/2020,Arizona,22753
11/11/2020,Virginia,198028
6/3/2020,,0
1/5/2021,Maryland,292904
9/18/2020,Alabama,142863
2/11/2020,Virginia,0
12/26/2020,Nevada,215653
4/3/2020,Wyoming,166
6/9/2020,Pennsylvania,76846
2/14/2020,Wisconsin,0
1/13/2021,Minnesota,440354
1/10/2021,,4
3/19/2020,Illinois,422
10/11/2020,Iowa,99685
3/17/2020,Pennsylvania,96
6/26/2020,Nevada,15472
1/16/2021,Tennessee,680847
1/3/2021,Colorado,341250
10/30/2020,Connecticut,71207
9/17/2020,Oregon,30060
12/28/2020,Pennsylvania,613804
4/4/2020,West Virginia,282
10/7/2020,Maryland,129425
6/29/2020,Pennsylvania,86606
3/14/2020,Massachusetts,109
11/30/2020,Arizona,326817
11/18/2020,,44431
9/25/2020,,0
7/8/2020,,0
4/23/2020,Georgia,20856
3/12/2020,Oregon,24
3/6/2020,Massachusetts,7
3/4/2020,Florida,2
2/13/2020,Wisconsin,0
1/3/2021,Connecticut,190120
5/7/2020,New Mexico,4493
9/28/2020,Tennessee,193732
6/14/2020,Washington,25834
9/6/2020,Idaho,33667
8/23/2020,Georgia,262099
5/27/2020,Oklahoma,6051
2/25/2020,Kentucky,0
5/28/2020,,3486
1/21/2021,Colorado,381210
3/18/2020,California,652
7/12/2020,California,320804
1/17/2021,Massachusetts,458207
7/29/2020,Mississippi,57579
2/2/2020,Iowa,0
7/24/2020,Massachusetts,114985
4/29/2020,Virginia,15846
11/27/2020,Maryland,194448
4/24/2020,Georgia,21537
2/24/2020,North Dakota,0
4/21/2020,Idaho,1766
7/22/2020,New Mexico,17828
1/20/2021,Colorado,379227
2/13/2020,Louisiana,0
2/10/2020,Mississippi,0
7/12/2020,Arizona,122467
7/11/2020,Colorado,36591
2/13/2020,Colorado,0
9/13/2020,Illinois,263466
7/13/2020,Pennsylvania,96671
1/23/2021,Iowa,312084
3/25/2020,Maryland,580
1/26/2020,Oklahoma,0
7/19/2020,Mississippi,43889
8/1/2020,Iowa,44981
11/26/2020,Oklahoma,186136
2/11/2020,Georgia,0
11/3/2020,Wisconsin,251032
6/23/2020,Connecticut,45899
9/4/2020,Wisconsin,84464
8/1/2020,Connecticut,49810
1/26/2020,New Mexico,0
8/3/2020,Oklahoma,41199
9/7/2020,Louisiana,154073
10/7/2020,Wyoming,6899
5/3/2020,Indiana,19933
5/19/2020,Nevada,7046
1/12/2021,West Virginia,103203
11/6/2020,Massachusetts,172632
3/26/2020,Massachusetts,2417
8/4/2020,Kentucky,32197
12/30/2020,Florida,1283701
3/15/2020,,2
11/8/2020,Arizona,259264
7/1/2020,Maryland,68423
11/2/2020,Maryland,147766
1/8/2021,Wisconsin,544618
7/5/2020,Arkansas,23814
4/23/2020,Oregon,2127
4/26/2020,Arizona,6526
12/25/2020,Arkansas,213267
8/31/2020,Iowa,64823
8/1/2020,Oregon,18817
12/12/2020,Nevada,183951
10/9/2020,Wisconsin,152631
8/9/2020,,229321
7/1/2020,Iowa,29458
3/18/2020,Pennsylvania,133
9/27/2020,Texas,735132
3/19/2020,,5151
4/16/2020,Illinois,25733
5/3/2020,Louisiana,29383
1/7/2021,Pennsylvania,693087
10/14/2020,Oregon,38160
2/4/2020,Minnesota,0
1/22/2020,Arizona,0
5/3/2020,Michigan,43754
6/25/2020,Pennsylvania,84370
7/6/2020,Washington,36985
8/16/2020,Virginia,107421
10/13/2020,Nevada,86926
8/19/2020,California,638831
1/26/2021,Louisiana,388562
1/4/2021,Washington,256435
3/24/2020,Alabama,242
8/22/2020,,0
12/14/2020,Georgia,546558
12/28/2020,Arkansas,216528
9/16/2020,Michigan,125742
8/23/2020,West Virginia,9272
9/14/2020,Massachusetts,133035
8/20/2020,Iowa,54533
4/24/2020,Ohio,15169
4/14/2020,Washington,10694
8/26/2020,New Mexico,24732
4/15/2020,Oklahoma,2263
5/14/2020,Tennessee,16784
11/5/2020,Michigan,218263
5/19/2020,Wisconsin,12885
6/17/2020,Michigan,66497
10/27/2020,New Mexico,43169
8/26/2020,California,679099
1/22/2020,Massachusetts,0
5/4/2020,Alabama,8312
3/15/2020,West Virginia,0
7/8/2020,West Virginia,3707
3/21/2020,North Dakota,28
3/10/2020,Oklahoma,2
6/5/2020,New Mexico,8672
2/1/2020,Florida,0
11/15/2020,Massachusetts,192440
9/21/2020,,241631
4/9/2020,West Virginia,523
9/21/2020,New York,210017
5/22/2020,West Virginia,1705
10/18/2020,North Dakota,32637
4/29/2020,Connecticut,26767
7/2/2020,Minnesota,37624
10/26/2020,Arizona,238964
9/20/2020,Arizona,214018
6/1/2020,Arizona,20123
2/12/2020,Wyoming,0
3/9/2020,Illinois,11
11/5/2020,,70519
8/26/2020,Arkansas,58023
4/18/2020,Arkansas,1777
7/14/2020,Idaho,11718
2/6/2020,Texas,0
5/4/2020,,0
9/23/2020,Tennessee,186709
11/21/2020,Massachusetts,207225
6/23/2020,Washington,29386
5/26/2020,Wisconsin,15863
6/25/2020,,0
7/26/2020,California,453659
10/18/2020,West Virginia,20081
3/13/2020,,0
2/1/2020,California,3
3/6/2020,Indiana,1
3/13/2020,Oregon,24
10/2/2020,New Mexico,30000
3/17/2020,Oregon,65
2/15/2020,Georgia,0
4/15/2020,Michigan,28059
7/6/2020,Nebraska,20046
6/3/2020,South Carolina,12651
5/12/2020,Nebraska,8692
3/25/2020,Oregon,266
4/6/2020,West Virginia,345
6/6/2020,Iowa,21478
7/23/2020,Ohio,80186
4/9/2020,Nevada,2456
2/29/2020,Maryland,0
11/8/2020,Michigan,229003
3/25/2020,Louisiana,1946
8/1/2020,New York,190307
5/16/2020,Oregon,3612
12/30/2020,North Dakota,92495
12/21/2020,Ohio,629354
12/9/2020,Washington,189863
11/12/2020,,280647
5/30/2020,Nevada,8495
5/21/2020,Wyoming,801
7/11/2020,Oregon,11851
10/30/2020,New Mexico,45909
3/28/2020,South Carolina,660
1/19/2021,Florida,1560015
4/6/2020,Louisiana,14867
9/12/2020,Alabama,137646
3/20/2020,Wisconsin,206
3/1/2020,Tennessee,0
11/13/2020,Nebraska,94922
12/16/2020,Wisconsin,478162
6/19/2020,Idaho,3871
4/10/2020,,92756
8/25/2020,Nebraska,32348
12/31/2020,Georgia,666452
6/17/2020,Louisiana,48634
10/31/2020,Washington,107501
10/18/2020,Nebraska,58068
10/3/2020,Alabama,158380
8/11/2020,West Virginia,7875
9/5/2020,New York,203058
2/12/2020,Washington,1
1/27/2021,Oregon,140063
7/9/2020,Nebraska,20623
7/21/2020,Illinois,164878
8/26/2020,Nevada,66938
10/25/2020,Arkansas,106115
7/13/2020,Ohio,66853
6/27/2020,Indiana,44575
9/3/2020,Oregon,27336
4/19/2020,Maryland,13684
11/4/2020,Nebraska,75888
7/29/2020,Kentucky,28727
11/21/2020,Oregon,63668
3/20/2020,Virginia,114
7/22/2020,,0
6/16/2020,North Dakota,3124
2/6/2020,,0
5/7/2020,New York,147253
2/26/2020,Alabama,0
12/23/2020,Arizona,473273
2/4/2020,Maryland,0
7/17/2020,Alabama,63153
2/27/2020,Texas,0
8/17/2020,Alabama,109004
3/31/2020,New Mexico,315
2/28/2020,Oregon,0
8/10/2020,Alabama,103020
2/20/2020,Indiana,0
1/30/2020,Maryland,0
4/22/2020,Illinois,35108
5/31/2020,,205555
6/6/2020,Louisiana,42486
9/25/2020,Tennessee,189454
11/22/2020,Louisiana,220192
7/13/2020,Colorado,37242
6/10/2020,Oregon,5060
2/21/2020,Maryland,0
12/9/2020,West Virginia,58462
12/21/2020,Wyoming,42118
5/20/2020,Maryland,43531
7/15/2020,California,347634
12/14/2020,California,1585044
10/5/2020,Connecticut,59120
8/2/2020,West Virginia,6854
5/31/2020,Massachusetts,96965
2/12/2020,Ohio,0
5/2/2020,California,52197
4/8/2020,Idaho,1232
2/16/2020,Ohio,0
6/7/2020,Georgia,50650
8/17/2020,Nevada,62171
2/7/2020,,0
8/8/2020,North Dakota,7596
5/28/2020,Nebraska,13261
3/20/2020,South Carolina,125
4/16/2020,,117565
